ID,Age ,Income,Car,Prop,Biz,Debtmonthly,debtmaturity,family,responsibility,skepticisim,determinism,introvert,informed,cash_p,satisfaction
2227,32,40150,12480,612983,1052681,6801,186,4,3,4,3,3,5,3,3
2228,24,14739,25480,950648,156133,9283,98,4,3,1,2,4,1,3,2
2229,34,8578,29886,389960,683754,131,179,3,5,2,5,3,1,3,4
2230,25,35206,75881,973022,818556,5873,99,3,1,4,4,2,1,4,5
2231,30,14877,66278,920839,922602,6571,223,2,5,3,3,4,5,4,4
2232,33,30333,4598,1059061,560195,8615,165,4,3,2,1,5,2,5,4
2233,34,17007,84130,976882,372646,7966,139,5,1,4,2,5,3,4,5
2234,29,33016,7493,346893,38538,3586,21,1,4,5,1,1,3,3,3
2235,30,42776,293,1105639,586457,1271,6,1,3,4,1,3,4,5,3
2236,24,25860,72929,216022,512960,9843,104,3,2,5,2,4,2,4,5
2237,35,28928,37940,1082479,561332,4276,34,4,1,4,4,5,1,5,3
2238,32,30221,71774,1002021,273481,6744,122,3,1,4,1,4,3,5,3
2239,29,11518,2330,725468,713337,9138,30,3,1,2,2,1,2,5,5
2240,29,35725,25062,187261,604350,2600,182,5,2,4,4,1,2,2,3
2241,29,42877,74573,338501,1192433,3955,58,3,1,4,2,4,1,1,4
2242,29,37403,47190,131680,466055,3987,217,1,4,1,3,3,1,1,5
2243,30,38755,33149,1214109,1169906,9605,26,1,5,1,1,1,5,5,2
2244,28,38161,11390,835014,1208276,6727,17,4,5,3,3,5,4,2,4
2245,24,22481,37273,267126,370156,8934,230,2,4,4,5,1,4,4,2
2246,26,36817,62542,533155,662669,232,15,1,5,2,1,1,4,4,5
2247,28,11984,51740,1195753,315908,5155,150,4,4,3,5,5,3,3,4
2248,25,28193,35329,519661,860739,4452,70,3,4,3,2,5,2,3,5
2249,26,10731,44325,628979,1127109,5555,78,3,3,1,1,1,1,3,3
2250,34,27491,63564,670444,540858,1705,164,1,3,5,3,2,1,1,3
2251,33,25966,38753,750740,507354,631,161,2,3,1,4,2,4,4,5
2252,27,26296,69143,980849,322359,7221,29,3,1,3,4,2,5,5,1
2253,28,39040,49153,269074,1026882,4125,62,5,4,3,3,3,5,2,4
2254,26,21845,88781,1186002,318101,8793,155,3,5,1,5,2,4,5,3
2255,31,21696,46383,194265,329018,5004,162,2,4,4,2,4,2,2,1
2256,25,11681,34030,1177555,276666,3530,67,5,5,2,1,4,2,2,4
2257,27,15992,73778,73416,29609,244,203,4,1,4,2,5,5,3,1
2258,26,39452,3398,811122,1135129,5077,50,4,3,5,4,4,1,4,2
2259,27,20723,34218,12284,615140,5282,199,5,1,1,2,3,3,5,5
2260,27,40413,66966,257110,635705,1764,59,4,2,4,5,2,2,2,5
2261,29,32427,36051,952573,1018175,1649,165,4,5,2,5,3,1,2,4
2262,29,41816,1590,652376,252631,9922,78,3,2,3,5,1,3,3,4
2263,25,13202,50638,522627,851839,7144,0,5,2,5,3,5,2,3,1
2264,24,28033,77509,626755,6134,2892,186,4,5,3,1,4,4,3,1
2265,24,42507,30463,352702,925417,7405,101,2,2,1,1,2,3,1,1
2266,30,11004,11926,475762,979854,2344,207,3,2,4,4,1,2,5,3
2267,32,19170,36711,661735,994697,4750,9,5,4,3,3,3,4,2,4
2268,25,23384,21090,855889,1066607,774,203,3,4,3,5,5,3,3,4
2269,29,37719,13949,641170,1001889,1727,214,1,4,4,1,2,5,5,2
2270,28,8221,49457,601649,315757,5932,117,3,3,5,2,5,3,3,1
2271,33,39030,4401,337940,789604,6826,141,2,5,2,1,1,3,1,4
2272,34,42336,33251,708191,155356,6587,208,2,2,2,2,3,1,4,4
2273,35,18225,11465,728143,401645,4569,179,4,1,1,1,1,2,5,2
2274,28,40749,48452,222565,577476,2396,155,3,5,1,5,5,3,4,1
2275,32,32681,85711,341814,604571,2947,179,1,4,3,3,2,4,2,5
2276,27,10445,14001,474936,267364,2594,167,1,4,4,1,3,3,3,2
2277,35,19182,78811,1034334,526331,4135,106,5,5,1,3,1,5,1,4
2278,33,30613,22327,21362,954545,7461,131,4,5,3,4,4,2,2,2
2279,29,14325,12255,1185567,85788,7324,70,2,1,3,2,5,4,4,4
2280,24,41789,18822,1122220,288173,5003,34,5,2,4,1,5,2,1,5
2281,30,10524,87161,212039,1060771,1195,12,5,3,1,3,5,1,1,1
2282,29,29485,50858,40536,144933,6742,61,2,1,2,3,4,5,1,3
2283,29,42532,73650,807760,1233368,7301,27,4,3,5,3,3,4,5,5
2284,27,8521,81075,771890,288153,9244,17,1,3,5,2,4,1,2,5
2285,24,20980,87221,348033,922453,6707,26,5,5,5,2,2,3,3,5
2286,32,23773,66740,877345,1068761,4936,47,5,1,3,1,2,3,4,2
2287,30,40308,57562,405576,465055,6291,23,4,5,2,5,5,3,2,4
2288,24,32382,44553,804215,569823,9603,47,4,3,1,3,1,3,3,3
2289,29,33762,12471,36275,116303,2128,110,2,5,5,2,3,4,4,5
2290,29,32888,51027,892626,43562,7726,150,5,4,2,1,3,3,3,2
2291,24,41699,16689,1071241,21906,6525,20,1,3,1,5,5,2,1,1
2292,32,36195,43204,462363,786129,7807,225,2,4,5,1,4,4,4,3
2293,30,24675,78922,947768,1082473,8500,208,4,2,5,5,2,3,3,2
2294,31,40084,69114,590646,785153,3711,123,1,1,2,5,3,4,3,5
2295,26,20595,12156,869625,1083960,6548,107,4,1,5,3,3,1,1,1
2296,25,21117,63878,141021,1234288,8519,140,3,1,4,1,5,3,2,2
2297,25,8228,13375,33495,259139,8034,207,2,1,4,3,3,5,1,2
2298,30,24902,49402,934989,880356,1808,213,2,3,2,5,4,5,2,2
2299,34,25368,72010,69245,994700,7270,159,1,2,4,5,1,5,4,1
2300,31,42739,40439,201676,1188311,4244,49,3,3,1,2,3,5,1,1
2301,31,13366,22658,524454,1223355,7875,177,4,3,5,3,1,4,4,1
2302,34,16073,2790,382706,763136,3018,203,5,1,5,3,3,1,5,1
2303,26,13350,37730,432126,758881,7096,21,2,2,4,1,2,4,1,1
2304,30,29183,88947,616513,833738,8140,178,3,2,5,1,1,5,1,1
2305,24,43521,55814,265382,1000180,5110,183,3,1,5,3,1,3,3,1
2306,24,32453,2970,919935,551842,2886,211,4,4,5,5,5,3,5,2
2307,25,15725,4447,730865,201972,8406,168,3,2,3,5,1,2,3,3
2308,27,10114,60726,503412,1206658,3420,13,1,4,3,2,1,1,3,5
2309,24,18405,51986,284512,949248,8367,81,4,4,4,3,1,1,1,2
2310,29,37373,46159,1049752,967599,802,89,5,3,3,2,4,3,1,2
2311,35,15761,13377,540087,924541,3462,51,5,1,4,1,2,3,2,4
2312,32,43316,81972,259562,860841,8301,40,5,3,5,5,2,1,5,1
2313,35,19574,65273,167108,116509,2291,211,5,4,3,2,5,1,5,5
2314,32,29928,394,559440,159091,3948,2,4,2,4,1,2,4,4,1
2315,35,10435,43293,626919,749976,7451,119,3,1,5,5,3,2,4,3
2316,33,44429,70409,239820,680532,7637,51,2,3,4,2,2,2,5,1
2317,24,33898,78380,675481,1228197,6728,224,4,3,1,2,3,2,4,2
2318,32,40396,31676,1097500,769722,1859,18,1,1,2,1,1,4,2,2
2319,27,32529,14480,814321,424497,1645,55,5,5,4,4,5,5,2,5
2320,31,22035,89826,1009484,136027,9344,107,2,3,1,3,5,5,3,3
2321,28,12316,22204,739380,413470,1309,162,4,4,3,2,3,5,1,3
2322,34,29363,50266,603769,700766,6760,18,2,1,5,1,1,1,1,3
2323,29,34328,13543,1154497,463927,531,45,1,3,2,1,1,2,1,4
2324,30,36344,56813,968073,993427,9086,181,1,1,4,3,3,2,3,5
2325,33,15371,76296,595789,562085,4944,119,4,3,5,1,1,5,2,3
2326,26,13116,9271,403666,67889,700,71,4,1,4,2,1,5,3,1
2327,31,38775,28656,865651,323208,7658,3,5,5,5,1,3,4,2,5
2328,30,8984,63764,154868,364495,782,63,4,3,5,5,4,1,4,4
2329,32,26063,6903,1225412,967916,8641,221,5,5,1,2,5,4,2,5
2330,31,37967,14363,420289,629003,231,21,3,2,4,5,1,2,3,3
2331,32,23371,9299,588628,219726,4749,76,1,4,5,2,5,5,3,1
2332,31,28132,22945,688143,201444,2204,203,3,1,2,1,1,3,5,4
2333,25,30677,16241,74035,574553,4527,234,5,4,3,4,3,5,4,1
2334,34,8489,75299,246305,14112,8215,125,1,5,4,1,3,4,5,2
2335,26,21480,16307,349603,239112,4450,237,3,3,2,5,1,4,5,4
2336,28,26681,84438,143926,228469,4375,87,1,1,2,4,2,1,4,3
2337,26,29863,8529,1134333,1141957,671,102,5,4,4,2,1,2,4,2
2338,34,21648,57503,1249353,97514,7794,82,5,1,4,5,1,1,3,2
2339,27,43717,28137,138740,94864,3052,16,2,5,5,3,2,3,1,4
2340,28,44539,68913,732060,741998,9433,114,2,4,5,5,2,3,5,5
2341,29,17138,67793,923687,871135,8881,127,5,1,5,4,4,1,5,5
2342,24,27190,38969,1126649,293555,9822,138,2,1,2,2,3,5,4,3
2343,31,33611,50711,1040713,387500,9774,81,2,2,3,3,3,3,3,2
2344,33,17272,2516,684450,509225,9799,192,1,2,1,4,4,5,4,4
2345,31,8812,68587,610133,404961,1068,140,5,5,5,3,2,4,4,5
2346,28,28726,16991,499941,1204539,5623,81,4,5,2,4,1,2,1,5
2347,24,28295,73852,918261,510358,3392,240,4,3,5,4,5,5,4,1
2348,24,23973,20306,3893,787509,9866,78,4,1,1,1,4,2,5,4
2349,33,8413,5981,252253,697550,8399,199,3,2,1,2,5,4,3,1
2350,26,14710,70757,331301,1222048,981,196,4,2,3,3,2,4,2,2
2351,29,11679,37864,908656,710741,3344,102,2,3,2,3,2,3,4,3
2352,35,11242,56102,510745,488209,7452,152,3,1,2,3,5,2,5,4
2353,31,12382,33595,967064,970708,5717,220,3,5,5,4,1,1,4,4
2354,33,33432,42343,235856,485543,590,120,5,5,1,1,4,3,1,1
2355,30,13692,15444,808463,236859,4442,121,3,5,1,2,5,4,3,4
2356,28,10286,48428,1219616,391863,8270,114,2,2,3,1,2,5,3,5
2357,30,30041,58461,1127104,1012727,5603,198,5,1,2,1,2,4,2,1
2358,34,25953,69716,558051,246550,9699,224,1,1,2,4,1,3,2,3
2359,24,24946,38605,1011175,882753,2108,94,3,4,3,2,4,1,5,3
2360,24,38772,78921,119855,115012,7944,64,3,3,5,5,1,4,5,3
2361,25,35088,1930,946209,916487,8951,30,3,2,4,5,1,3,3,3
2362,28,22186,86524,115509,854376,5918,195,2,5,3,4,5,4,5,1
2363,30,27407,60245,528850,1051546,3303,148,2,4,3,3,5,3,5,4
2364,30,40520,36056,831201,527018,2761,134,1,2,1,4,1,1,4,4
2365,34,35869,38827,897276,922798,7849,22,2,1,1,3,4,3,3,1
2366,27,43014,77253,549491,507764,5073,14,4,2,4,3,4,2,1,1
2367,31,30705,77010,7780,699867,496,235,3,3,3,4,5,2,4,5
2368,26,9900,67235,721169,1190084,4441,61,1,1,4,1,3,4,4,5
2369,29,35800,14686,232179,960587,5231,50,4,5,4,1,3,5,4,2
2370,28,27587,7420,1132539,1238471,3019,147,1,5,5,2,1,3,3,5
2371,33,16998,75461,52604,563796,7979,169,3,4,1,4,5,3,5,2
2372,32,27971,68036,1205778,770492,4747,1,3,2,4,3,4,4,2,1
2373,28,13884,77317,226018,359220,889,231,2,2,2,5,3,3,5,3
2374,32,10187,13919,428756,1040142,1195,150,3,4,3,2,2,2,2,2
2375,33,42324,65155,348448,466574,9327,132,5,3,2,2,2,2,2,3
2376,30,32146,27568,173885,768979,549,147,1,3,1,1,1,4,2,5
2377,33,31833,19598,976071,747009,1870,239,1,4,5,2,4,5,3,2
2378,26,26125,69779,1085570,881739,5473,19,2,4,3,1,1,3,4,1
2379,26,15554,70631,555960,540772,8674,45,4,2,2,2,4,1,3,3
2380,33,30252,22703,751233,586540,3039,218,5,5,2,5,4,5,1,4
2381,28,35452,24989,984529,262343,599,95,5,5,2,2,2,4,4,4
2382,30,9502,5366,382568,542859,2756,168,1,3,3,5,1,5,4,3
2383,34,38077,21044,211270,1081293,5083,133,4,1,5,5,5,4,2,5
2384,27,19874,48414,528466,1034298,6145,219,2,4,1,4,2,2,2,1
2385,28,38751,13731,1019395,713267,7094,130,4,3,2,4,1,3,3,3
2386,31,16824,23298,803452,1202554,4075,131,1,4,1,2,4,3,1,5
2387,34,11690,59728,83708,771628,3726,127,2,1,3,2,1,1,4,3
2388,24,40086,72198,705396,163911,1189,134,1,2,4,4,5,4,3,4
2389,26,10088,46179,982866,659250,267,221,2,2,4,1,2,2,5,4
2390,34,14083,84118,107762,17182,4021,149,3,5,5,2,4,4,1,5
2391,32,9627,84428,387208,820796,1187,22,2,2,2,2,3,4,1,1
2392,34,34497,33528,587453,379974,1840,171,2,4,4,3,1,2,3,4
2393,24,11539,13707,16145,81923,7744,26,2,4,1,3,3,3,4,2
2394,30,11603,31173,847211,1008915,1088,17,1,5,5,2,5,1,2,4
2395,27,38859,18602,609855,227778,2432,59,3,1,1,4,5,3,2,4
2396,34,26436,26858,610538,949733,9845,139,2,5,4,3,4,5,4,3
2397,31,27025,86219,961316,274771,4066,100,4,1,1,4,3,4,1,2
2398,32,11705,56827,18773,1165548,3038,224,2,2,2,1,2,2,4,1
2399,26,43982,89464,654798,230265,9559,42,4,1,2,5,1,4,4,1
2400,30,41521,51701,1146379,249391,8574,173,2,1,5,3,1,1,1,4
2401,31,44971,86349,1229201,943081,3186,230,1,3,2,2,4,5,3,3
2402,32,23826,86084,762631,993249,9320,199,4,3,3,4,5,5,1,5
2403,30,10253,47717,622103,23017,6866,170,4,4,2,2,3,3,1,5
2404,32,36081,78242,212772,1248402,0,201,2,1,2,5,1,2,2,4
2405,28,10700,36873,460884,653373,8756,3,1,3,3,4,3,3,3,4
2406,30,30377,4527,21285,787043,7789,42,1,1,1,3,2,3,4,1
2407,34,16692,21999,651022,140006,3226,97,5,5,5,1,3,1,3,1
2408,30,20756,89740,536168,303252,1749,192,1,3,4,1,4,1,5,4
2409,27,30958,81917,252050,870038,3716,104,4,2,4,4,2,4,1,3
2410,28,27691,45929,403335,504757,2275,121,1,2,5,5,2,2,2,1
2411,33,17985,43229,507329,401372,6364,61,4,1,2,4,3,4,5,4
2412,25,37621,73987,612240,517620,2444,8,3,1,5,1,1,4,4,1
2413,27,32320,75082,1029191,174518,9660,142,5,3,3,4,5,1,4,1
2414,33,33370,60521,323085,521074,2612,157,5,1,5,1,1,1,3,1
2415,25,34267,89224,115420,221762,6885,219,1,5,3,3,4,4,1,1
2416,26,42460,58622,372300,242371,1414,181,1,3,4,2,1,4,3,1
2417,34,43032,42534,459920,76202,8516,104,2,4,1,4,2,4,5,4
2418,33,18623,36294,423130,151795,2400,144,2,2,4,4,2,4,4,2
2419,32,41899,59565,774534,420754,9856,226,4,1,1,1,1,5,1,4
2420,35,19924,36239,150046,1097592,9647,215,2,2,5,2,3,1,4,4
2421,32,25506,6428,114696,638948,5996,104,1,5,5,1,3,3,2,1
2422,29,24022,74134,884528,381391,2766,81,4,2,4,2,3,3,5,1
2423,32,29853,35414,241687,594675,9286,170,5,3,4,1,1,4,5,3
2424,35,41798,51913,300066,395807,8196,172,2,3,5,2,1,4,5,5
2425,32,17944,28165,718168,521820,1585,18,3,2,3,2,1,1,1,2
2426,35,42503,42869,1100820,1144185,1242,118,3,3,3,5,3,3,4,3
2427,24,24063,29523,988129,949468,5307,74,2,2,1,1,1,3,4,5
2428,32,10322,83287,1036121,727724,9759,210,3,1,3,2,2,5,4,2
2429,34,40037,40471,608137,226464,4154,212,1,2,5,5,5,2,2,2
2430,32,42341,53635,1041575,948124,2673,178,5,3,3,5,4,4,4,3
2431,35,25093,34547,658806,663853,9801,16,1,3,4,3,2,2,2,1
2432,25,39315,42726,495675,723331,834,158,5,2,1,1,2,4,4,2
2433,33,29854,88512,459092,1063945,6614,199,5,1,2,3,3,2,1,4
2434,34,36512,17644,844289,472555,8481,165,1,2,2,1,4,1,3,4
2435,27,31474,8944,698580,626488,224,125,2,3,5,1,4,4,5,5
2436,34,11129,52043,356690,762337,539,76,2,3,5,5,3,3,4,1
2437,26,23575,35181,151754,271134,2516,30,3,1,3,1,5,2,5,4
2438,30,10183,83405,665594,821281,1881,126,4,1,1,4,2,5,4,2
2439,26,26328,63593,830049,1160200,4976,4,4,1,2,4,4,5,2,3
2440,26,21537,39916,950099,71257,6706,130,2,1,5,4,4,5,3,2
2441,26,44112,16593,758367,82581,2891,88,1,5,5,5,3,4,5,4
2442,27,43988,66685,99524,1195486,9857,107,2,2,4,2,4,2,1,5
2443,34,17773,51749,827161,361657,8004,227,2,4,2,5,2,3,4,4
2444,30,23297,61304,356924,350668,8694,85,1,3,5,3,3,3,3,5
2445,35,33342,31427,590723,787918,8421,101,5,4,2,4,2,3,3,1
2446,28,29097,66039,678520,149136,7610,91,1,1,2,3,1,2,3,3
2447,29,14308,21602,348325,333623,514,126,4,5,3,1,5,4,4,2
2448,24,19569,89844,1021590,711491,7604,238,4,4,1,4,4,1,3,3
2449,29,33843,50305,1095197,751332,1952,194,5,5,5,5,4,2,2,4
2450,30,31266,52523,261276,106074,66,203,1,3,4,4,4,1,4,4
2451,25,35614,6488,1107189,156719,6711,110,5,1,5,1,4,2,5,4
2452,29,36968,37059,767733,185472,7357,76,3,1,3,5,2,3,3,1
2453,26,19079,32158,729673,795337,7724,53,3,2,5,4,3,4,4,5
2454,29,37977,38432,683002,535416,3098,25,3,1,3,5,1,4,4,5
2455,34,32306,1833,526626,583823,2880,14,3,4,3,4,5,4,4,1
2456,29,43537,78109,586464,959597,5648,32,2,4,3,1,1,2,2,1
2457,24,14910,21886,1170466,751736,9656,158,1,3,5,1,5,3,3,5
2458,27,27194,76184,664610,1168878,8730,197,2,5,1,3,3,5,5,2
2459,30,9237,80994,19327,804598,6671,158,2,4,5,5,2,3,2,2
2460,31,15856,29014,1236725,959140,6466,189,1,1,4,5,3,1,4,4
2461,32,11105,5991,459011,453368,4381,45,1,1,4,1,3,4,3,2
2462,33,41607,74383,86506,93507,6243,221,3,1,2,2,3,1,4,4
2463,27,12125,4073,253363,364296,7669,66,1,3,1,3,5,4,3,1
2464,35,39180,35241,12261,832890,8549,120,1,4,3,5,5,4,1,4
2465,28,34467,89734,703911,330613,5437,50,5,2,1,3,1,2,4,5
2466,32,25538,8662,145247,1046321,2731,51,3,2,2,1,5,1,2,2
2467,26,8140,10640,106708,788979,4644,74,2,1,2,4,4,1,1,2
2468,27,35398,42279,936212,118367,2920,160,5,5,1,3,4,5,5,3
2469,34,26770,44133,692571,1187596,569,226,2,5,2,3,4,2,5,5
2470,28,44541,20558,568704,181911,3991,143,3,4,5,4,5,4,4,2
2471,29,13951,72780,1072158,1050166,8197,75,1,2,4,3,5,3,2,4
2472,31,43681,47779,1141866,1176716,675,19,1,1,1,5,1,1,4,3
2473,24,16025,61773,1249343,78598,8104,36,3,2,5,3,4,3,1,4
2474,31,36162,18079,602538,874348,8977,108,2,3,4,5,2,3,4,5
2475,31,12907,74164,1236742,334969,7652,94,2,4,1,3,1,2,1,3
2476,28,15269,37356,207298,426496,8116,103,4,4,4,4,4,4,5,3
2477,30,37739,17566,199145,191257,8662,180,5,1,5,2,4,5,4,4
2478,24,35495,27062,281824,340376,8193,133,1,2,3,4,5,2,1,5
2479,34,14662,57506,638615,1197572,8553,124,4,4,3,3,5,2,4,4
2480,31,14949,48693,17483,441607,1688,67,3,5,4,1,2,5,3,3
2481,28,14106,57462,1226782,977924,9396,222,3,5,5,5,1,3,4,3
2482,26,27322,21182,573467,117846,2989,159,3,5,2,5,4,3,2,4
2483,33,24930,64756,381052,85823,6672,234,2,1,1,1,4,2,2,1
2484,33,38761,10578,629729,791808,6559,70,5,3,5,5,4,5,1,1
2485,25,18535,84358,277875,411803,5382,85,2,1,5,1,4,5,2,2
2486,28,19674,19983,520929,981292,4649,193,1,5,2,5,1,4,5,2
2487,32,33151,16337,427898,250584,5641,157,5,3,4,4,4,4,4,5
2488,30,16961,63676,886628,1173055,1612,3,3,3,4,5,4,5,2,5
2489,34,16053,11605,785918,315831,6064,216,5,2,5,5,3,5,3,1
2490,34,30505,46066,353514,111029,7935,179,5,3,3,4,5,2,1,1
2491,29,38318,13869,876517,342523,3181,21,5,2,3,1,5,1,4,4
2492,26,27187,69301,702861,747683,9855,149,4,1,5,4,1,5,3,5
2493,27,33020,71532,13982,1042230,138,89,3,3,2,1,2,2,5,1
2494,24,44994,72406,916319,774523,1051,36,5,3,3,4,5,2,4,2
2495,33,30847,23071,162854,967201,4569,60,5,4,3,4,4,4,1,2
2496,30,39528,27445,220758,366099,7382,218,1,1,5,5,5,5,5,5
2497,30,16616,22538,519618,295638,1355,130,4,4,2,1,1,1,2,2
2498,31,35574,89817,101456,864459,6666,61,2,4,2,3,5,2,2,5
2499,27,19648,2087,207422,745284,676,103,5,5,4,1,5,1,1,5
2500,32,38355,47721,1052079,183436,6568,126,1,5,5,5,5,1,1,3
2501,26,44737,77002,706602,1232659,9177,144,5,1,4,2,5,1,4,5
2502,30,21841,29893,969408,316477,3592,97,5,2,5,1,4,3,5,2
2503,28,28552,54179,918552,1050101,5610,149,4,4,5,1,4,5,2,5
2504,26,35187,84238,407125,1214694,4743,182,2,2,4,4,3,3,1,5
2505,26,39305,17501,1208807,741633,7850,81,5,2,3,5,4,4,1,2
2506,33,38757,58202,399279,1157569,2239,46,5,5,3,5,1,2,3,5
2507,33,27523,53966,457950,1069829,4748,72,2,2,2,3,4,2,5,4
2508,31,33649,34844,83486,29614,1068,15,4,1,2,4,2,2,2,3
2509,31,14942,84262,781932,606743,3937,155,4,4,2,2,3,4,2,5
2510,34,35349,38158,1029819,773720,9552,16,5,1,5,5,2,2,3,2
2511,29,30430,57668,597595,313825,9756,208,4,2,5,1,1,2,3,4
2512,27,27076,20709,725567,348973,2384,150,1,3,5,4,2,4,3,5
2513,33,23906,19968,935954,831868,6645,177,4,3,5,4,2,3,3,1
2514,34,21910,75628,955532,630620,8220,31,4,4,3,3,4,4,4,3
2515,25,33208,38498,873599,766860,2634,226,4,1,2,1,2,1,4,3
2516,35,17071,66004,407721,659348,3135,100,3,3,1,3,1,2,4,4
2517,27,29625,6715,1181387,406413,2632,95,1,3,3,4,5,5,4,5
2518,27,22606,8047,1167077,1245882,627,176,4,4,2,1,4,5,5,3
2519,29,24630,73534,777328,181494,5630,163,3,4,1,1,5,5,1,1
2520,27,29901,59515,280983,1113391,9977,162,3,3,2,4,1,4,2,3
2521,30,32205,27417,387436,207121,141,21,3,2,2,3,5,1,1,5
2522,34,12430,41181,229841,917627,4851,120,1,5,2,1,5,3,4,3
2523,31,8615,54259,134490,830083,6662,25,5,1,5,2,4,1,4,3
2524,32,26395,61040,412456,1185075,2604,83,1,5,1,3,4,5,2,5
2525,33,10941,41085,228454,622082,3967,159,1,3,5,5,3,3,3,3
2526,33,29429,62979,188030,582626,1033,81,1,5,5,2,4,3,3,2
2527,32,13510,66080,159911,584405,367,112,2,5,4,3,4,1,2,4
2528,31,19583,79892,581147,664047,6073,160,2,1,5,2,1,3,2,4
2529,32,16052,34849,896623,926946,8962,212,4,2,1,3,1,5,3,4
2530,34,23745,65496,1118112,854615,9841,159,5,4,1,1,5,5,3,5
2531,28,40216,62151,206458,410409,702,171,4,2,3,3,1,5,2,5
2532,24,41279,33143,456907,248127,5181,239,5,4,5,2,2,1,1,1
2533,24,19602,36480,453508,3161,3900,164,1,5,2,2,2,1,4,5
2534,35,11112,19951,176341,984200,5948,142,2,5,4,4,1,4,4,5
2535,28,16048,28754,252020,1186601,2148,24,2,5,4,5,5,2,2,5
2536,32,24768,65369,1214689,496235,8680,211,1,5,1,4,2,5,3,1
2537,24,22585,42659,186036,1219372,8589,119,3,4,2,5,3,3,3,1
2538,30,37130,63468,12897,657667,3233,33,3,1,4,5,4,1,3,5
2539,26,41338,67310,709980,689515,974,177,5,1,4,3,1,2,4,5
2540,25,11786,52008,98447,399249,3468,87,4,2,4,4,3,3,5,2
2541,28,27257,35271,1105691,956070,2089,155,4,1,2,1,3,5,5,4
2542,35,43258,9805,213622,189128,840,184,2,1,2,2,3,4,4,4
2543,30,25137,12938,541005,708672,7736,125,5,4,3,1,1,2,3,3
2544,24,32766,19753,1057652,824139,2657,5,4,2,5,2,2,4,2,1
2545,32,9279,35237,928762,669596,2139,108,5,3,3,2,5,3,1,2
2546,26,41955,27897,1123022,784750,215,165,5,5,1,5,5,5,1,2
2547,27,10008,51810,986338,285389,9014,94,5,2,5,4,4,5,5,4
2548,34,35918,2246,80326,204686,7070,184,4,2,1,2,1,1,5,3
2549,25,29123,85878,697651,1138092,6007,28,4,5,3,1,5,4,2,5
2550,28,11188,45064,364235,700769,4517,173,3,5,5,1,3,4,4,4
2551,25,15875,38326,210854,23881,4670,223,2,4,2,1,2,5,1,2
2552,29,31550,13605,1101274,544379,8009,195,2,3,2,3,4,1,1,4
2553,27,44232,49394,1200420,152008,2988,201,4,5,1,3,3,5,5,4
2554,34,22835,7957,636400,1068983,7510,233,3,3,3,2,1,1,1,4
2555,35,11812,29488,854785,1014064,3648,103,1,4,1,1,1,1,3,4
2556,24,27878,17419,999436,594791,472,177,2,3,3,1,5,5,3,2
2557,30,9442,41049,1048422,178765,1625,70,3,2,1,1,4,2,3,2
2558,31,36410,62712,922459,322679,8935,183,5,3,4,5,4,1,5,2
2559,35,34690,17483,954333,300748,6118,238,1,4,5,1,1,5,5,4
2560,34,21883,41881,795009,170612,8189,229,3,3,4,2,4,3,1,5
2561,33,43484,26896,310286,479400,1078,233,2,1,4,2,4,3,1,1
2562,24,31693,74971,1146017,159598,5884,168,4,5,5,2,1,4,3,2
2563,30,41435,25574,996127,372488,5029,77,4,3,1,5,1,4,4,4
2564,26,32160,24849,592806,250159,6547,188,4,1,5,3,4,2,2,1
2565,34,32478,68051,940958,998064,6482,182,2,4,1,2,3,1,3,2
2566,26,13274,45244,82316,615824,8142,5,1,4,2,1,1,3,5,5
2567,30,13586,16316,848297,229635,6314,199,5,3,5,3,2,5,2,4
2568,29,12577,13084,300244,963340,341,70,3,3,3,4,2,1,5,3
2569,33,31803,44459,84362,1149220,6844,26,4,3,3,5,4,4,2,3
2570,28,29252,85051,776843,1156029,523,2,5,5,5,3,5,4,1,3
2571,30,29434,55317,422469,50057,4142,205,2,1,4,5,4,1,3,2
2572,32,23029,57913,789274,42446,4547,33,5,3,1,1,4,5,3,2
2573,32,9069,10712,1198961,440075,8607,234,5,2,4,3,1,2,1,5
2574,27,19920,14610,305451,1073209,9340,141,3,4,5,1,1,5,5,4
2575,29,13014,31072,917776,1042564,7282,21,3,1,2,5,2,2,2,2
2576,24,13240,19060,777651,216372,2582,216,1,2,3,1,2,5,1,4
2577,34,35048,9644,294707,311184,4234,105,4,2,2,1,5,3,4,2
2578,27,28854,13677,258226,6421,6181,45,3,1,4,5,4,1,2,3
2579,35,23736,593,90567,525238,5557,156,4,4,5,2,2,5,5,5
2580,28,30290,26848,219820,553755,8479,63,2,4,1,4,2,1,2,4
2581,28,39868,58912,1016928,868988,8044,115,4,5,1,4,5,4,3,5
2582,28,24116,16259,1240896,109122,3975,202,1,1,2,1,3,5,1,3
2583,31,34373,9558,1210414,940738,2448,57,5,3,2,1,4,2,2,5
2584,32,17741,79139,935506,616604,2356,183,3,3,3,1,3,3,2,2
2585,29,43892,64213,547299,1216137,6110,159,5,1,1,2,5,1,4,5
2586,32,33565,25235,258144,1194406,2556,43,4,2,4,2,3,3,2,1
2587,31,29394,75707,783722,360243,8244,136,2,1,4,3,1,3,4,4
2588,31,22135,47762,120726,1018023,8219,155,5,3,2,2,5,5,4,1
2589,24,35519,55860,666948,764476,826,65,3,3,4,5,4,2,4,1
2590,28,8587,28019,486410,959496,1086,114,2,3,4,5,2,4,4,5
